 iteration 1
Iter = 	20	 relative error = 	7.9896	 diff_step = 	61466734.2659	 diff = 	10019.6469	 diff1 = 	9864.5516	 diff2 = 	-7.654e-06	 diff3 = 	-0.00018174	 diff4 = 	0.00074438	 diff5 = 	0.24942	 diff6 = 	154.8454	 diff7 = 	155.0948
Iter = 	320	 relative error = 	0.054609	 diff_step = 	112.4425	 diff = 	779.5326	 diff1 = 	750.8144	 diff2 = 	-8.3882e-07	 diff3 = 	-2.1924e-05	 diff4 = 	0.0021606	 diff5 = 	0.088246	 diff6 = 	28.6277	 diff7 = 	28.716
Iter = 	340	 relative error = 	0.052853	 diff_step = 	105.2237	 diff = 	780.1606	 diff1 = 	750.228	 diff2 = 	-8.5113e-07	 diff3 = 	-2.1942e-05	 diff4 = 	0.0022764	 diff5 = 	0.088226	 diff6 = 	29.8421	 diff7 = 	29.9304
Iter = 	360	 relative error = 	0.051699	 diff_step = 	99.9202	 diff = 	780.8593	 diff1 = 	749.6766	 diff2 = 	-8.6596e-07	 diff3 = 	-2.1962e-05	 diff4 = 	0.002377	 diff5 = 	0.088154	 diff6 = 	31.0922	 diff7 = 	31.1803
Iter = 	380	 relative error = 	0.050921	 diff_step = 	95.8305	 diff = 	781.5458	 diff1 = 	749.1348	 diff2 = 	-8.8558e-07	 diff3 = 	-2.1937e-05	 diff4 = 	0.0024668	 diff5 = 	0.087993	 diff6 = 	32.3205	 diff7 = 	32.4085
Iter = 	400	 relative error = 	0.050383	 diff_step = 	92.1329	 diff = 	782.207	 diff1 = 	748.6413	 diff2 = 	-9.1521e-07	 diff3 = 	-2.1835e-05	 diff4 = 	0.002544	 diff5 = 	0.087722	 diff6 = 	33.4755	 diff7 = 	33.5632
Iter = 	420	 relative error = 	0.050046	 diff_step = 	89.5938	 diff = 	782.7439	 diff1 = 	748.1319	 diff2 = 	-9.6093e-07	 diff3 = 	-2.1641e-05	 diff4 = 	0.0026131	 diff5 = 	0.087332	 diff6 = 	34.5221	 diff7 = 	34.6094
Iter = 	440	 relative error = 	0.0497	 diff_step = 	87.5876	 diff = 	783.1354	 diff1 = 	747.6029	 diff2 = 	-1.0176e-06	 diff3 = 	-2.1376e-05	 diff4 = 	0.0026761	 diff5 = 	0.086833	 diff6 = 	35.443	 diff7 = 	35.5298
Iter = 	460	 relative error = 	0.049313	 diff_step = 	85.3238	 diff = 	783.4002	 diff1 = 	747.0792	 diff2 = 	-1.069e-06	 diff3 = 	-2.1079e-05	 diff4 = 	0.0027355	 diff5 = 	0.08624	 diff6 = 	36.232	 diff7 = 	36.3183
Iter = 	480	 relative error = 	0.048893	 diff_step = 	82.9701	 diff = 	783.5548	 diff1 = 	746.571	 diff2 = 	-1.1062e-06	 diff3 = 	-2.0788e-05	 diff4 = 	0.0027948	 diff5 = 	0.085577	 diff6 = 	36.8955	 diff7 = 	36.9811
Iter = 	500	 relative error = 	0.048456	 diff_step = 	80.8349	 diff = 	783.6077	 diff1 = 	746.0711	 diff2 = 	-1.1302e-06	 diff3 = 	-2.0518e-05	 diff4 = 	0.0028562	 diff5 = 	0.084865	 diff6 = 	37.4489	 diff7 = 	37.5337
